atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,outlier
37,0,83,0,6,-10,47,78,32,0
37,0,76,0,28,21,39,48,8,0
38,0,79,-1,38,4,41,40,0,0
37,2,77,0,34,0,40,43,4,0
37,0,80,5,26,0,43,54,10,0
37,0,78,-6,28,0,41,50,8,0
37,0,105,0,24,5,68,82,14,0
38,1,83,0,38,0,44,44,0,0
43,0,79,5,42,0,37,38,2,0
37,0,76,2,30,25,40,45,6,0
37,0,106,-3,24,0,69,82,14,0
41,-2,80,0,42,0,39,39,0,0
37,0,76,0,20,18,40,55,16,0
49,0,88,0,46,-6,39,41,2,0
46,0,86,-7,46,4,41,40,0,0
58,0,80,-7,56,0,22,23,0,0
48,0,84,2,46,0,36,37,2,0
45,0,81,0,46,18,36,35,0,0
37,0,83,0,34,21,46,49,2,0
105,0,106,-1,70,0,1,36,34,1
44,0,87,0,44,12,43,43,0,0
49,0,100,0,46,-3,52,54,2,0
41,-1,81,0,38,-10,41,43,2,0
37,0,76,0,36,-16,38,39,2,0
37,0,104,0,16,-11,67,89,22,0
45,0,86,2,44,0,41,42,2,0
41,-3,80,0,38,-21,39,41,2,0
49,0,78,-6,50,18,29,29,0,0
52,-3,84,0,52,-4,31,32,0,0
42,-1,106,0,42,0,63,64,2,0
43,0,81,-5,42,-1,37,39,2,0
51,-2,87,0,50,-13,36,38,2,0
56,0,89,0,56,4,33,32,0,0
37,0,94,-6,16,0,57,79,22,0
53,5,81,-1,54,8,28,27,0,0
55,-1,83,4,54,0,29,29,0,0
55,1,83,-3,54,0,29,29,0,0
45,0,86,1,44,0,42,42,0,0
45,0,82,0,44,-9,37,38,2,0
38,0,93,0,34,21,55,59,4,0
37,0,77,0,36,-11,40,41,2,0
81,0,85,0,-22,0,4,108,104,1
47,0,76,1,46,0,28,29,0,0
45,0,88,0,44,-7,42,44,2,0
49,0,84,0,50,10,36,35,0,0
58,0,86,2,56,0,28,30,2,0
45,0,79,0,44,-6,34,35,2,0
37,0,105,0,18,6,68,87,18,0
37,0,90,0,36,28,53,54,2,0
54,-1,81,0,54,0,27,27,0,0
44,0,81,-2,44,3,38,37,0,0
50,-3,77,0,50,0,27,28,0,0
43,0,84,-1,42,-10,41,43,2,0
55,0,82,0,54,14,26,28,2,0
44,0,79,0,44,14,36,35,0,0
44,4,84,0,44,2,40,41,0,0
44,2,81,0,44,9,38,37,0,0
51,1,78,0,50,11,27,29,2,0
39,0,78,8,38,0,39,39,0,0
37,-2,80,0,18,-7,43,62,18,0
44,0,86,-1,44,6,42,42,0,0
49,-2,82,0,50,2,33,33,0,0
56,4,91,0,56,6,35,34,0,0
46,4,81,0,46,13,35,34,0,0
37,-1,81,-3,36,-46,43,44,2,0
46,1,80,0,44,-16,34,36,2,0
81,2,83,-8,-6,-968,3,91,88,1
37,4,86,0,36,0,49,50,0,0
56,0,86,0,54,-7,30,32,2,0
106,-2,107,-4,72,0,1,35,34,1
53,0,86,0,52,-29,33,34,2,0
54,2,85,0,54,0,31,31,0,0
42,2,108,0,42,0,66,67,2,0
55,0,90,0,54,-2,34,35,2,0
53,-4,102,0,54,0,49,48,0,0
44,-3,77,0,44,-1,33,33,0,0
39,0,76,-4,38,0,38,37,0,0
43,0,75,-2,42,0,32,34,2,0
41,0,84,0,42,9,44,43,0,0
37,0,95,3,10,0,58,84,26,0
51,1,91,0,52,9,40,39,0,0
37,3,75,0,20,19,38,54,16,0
49,0,86,1,50,16,38,37,0,0
37,0,74,-4,28,0,38,46,8,0
37,0,104,-1,16,-5,67,88,22,0
37,0,78,0,2,11,42,75,34,0
42,0,77,-2,42,-4,36,36,0,0
44,1,87,0,42,-20,43,46,2,0
53,0,84,0,52,-17,31,32,2,0
37,-16,106,-19,30,-13,69,75,6,0
39,0,81,-3,38,0,41,42,0,0
52,2,83,0,52,0,30,31,0,0
44,1,79,0,42,-14,35,37,2,0
41,-1,83,-2,38,-7,42,44,2,0
101,0,102,0,70,-12,1,32,32,1
37,0,108,0,30,-16,71,77,6,0
46,0,75,0,46,-1,29,28,0,0
43,0,86,0,44,13,42,42,0,0
54,4,79,1,54,0,25,25,0,0
37,0,76,8,34,-6,39,43,4,0
49,0,88,-3,50,7,40,39,0,0
37,1,90,0,28,4,53,62,8,0
37,2,109,16,26,0,71,83,12,0
37,-1,106,-9,28,0,69,78,8,0
38,3,76,-4,38,0,38,37,0,0
37,0,76,7,26,-7,39,50,12,0
37,-1,76,-3,28,-6,39,47,8,0
46,0,86,-1,46,1,40,39,0,0
41,1,97,0,42,31,56,55,0,0
37,0,83,-2,30,0,46,52,6,0
55,0,84,4,54,0,29,30,0,0
52,-2,83,0,52,-3,31,32,0,0
41,0,88,0,42,1,47,47,0,0
41,0,84,2,38,-10,44,46,2,0
38,0,76,-1,38,7,38,37,0,0
45,-3,82,0,44,0,37,38,0,0
37,0,80,0,30,-1,43,49,6,0
49,2,86,0,46,-2,38,40,2,0
37,0,79,0,12,-17,43,66,24,0
51,0,81,0,50,-3,30,32,2,0
39,2,78,-3,38,0,39,39,0,0
37,0,78,0,-2,-19,42,81,40,0
37,0,76,0,34,27,39,42,4,0
47,0,84,5,46,0,36,37,0,0
79,0,83,0,-32,-15,4,117,112,1
105,0,106,-1,70,0,1,36,36,1
45,-1,77,-4,44,-6,32,33,0,0
37,0,79,0,2,-7,42,76,34,0
46,0,76,5,46,1,30,30,0,0
37,0,99,0,30,31,61,68,6,0
39,1,78,0,38,0,39,39,0,0
44,0,95,0,42,-22,52,54,2,0
55,1,91,0,54,0,36,37,0,0
44,1,84,0,44,15,40,40,0,0
45,3,81,0,44,-6,35,37,2,0
80,0,84,-1,-42,0,4,128,124,1
38,-4,79,3,38,0,41,41,0,0
37,0,79,0,10,-6,42,68,26,0
51,0,78,-4,52,1,27,26,0,0
47,-4,106,0,46,0,60,60,0,0
48,-5,81,6,46,0,33,35,2,0
47,4,81,0,46,0,34,35,0,0
37,0,106,13,28,0,69,77,8,0
50,-1,83,0,50,0,33,34,0,0
56,0,97,1,54,27,41,42,2,0
37,1,109,4,26,0,71,83,12,0
37,0,106,0,36,11,69,69,0,0
37,0,76,0,36,0,40,40,0,0
37,0,79,-2,34,-4,42,46,4,0
57,-2,84,0,56,0,27,27,0,0
38,1,77,1,38,0,39,38,0,0
44,1,108,0,44,3,64,64,0,0
83,0,86,0,-4,7,3,92,88,1
107,0,108,0,72,2,1,35,34,1
37,0,81,4,24,0,44,58,14,0
81,0,84,0,-20,-6,4,105,102,1
45,0,87,5,44,-14,42,43,2,0
37,0,76,0,28,14,40,48,8,0
41,0,86,0,42,6,45,44,0,0
47,0,102,1,46,0,56,56,0,0
37,0,80,-7,-2,0,43,83,40,0
45,0,84,0,44,-8,38,40,2,0
47,5,78,0,46,0,31,32,0,0
54,2,81,0,54,0,27,27,0,0
37,0,100,0,30,-3,64,69,6,0
81,3,85,6,-24,0,4,111,106,1
40,5,79,0,38,0,39,41,2,0
51,-2,90,0,52,3,38,38,0,0
37,1,90,0,24,0,52,66,14,0
37,0,94,0,10,18,57,84,28,0
46,4,87,0,44,-19,41,43,2,0
37,0,79,7,26,0,42,53,12,0
49,0,83,0,50,11,34,34,0,0
43,0,76,1,42,-4,33,35,2,0
37,0,79,0,10,22,42,68,26,0
45,0,76,3,44,-1,31,32,2,0
37,0,106,0,38,20,68,67,0,0
53,0,86,1,54,13,33,32,0,0
53,-2,102,-2,54,1,49,48,0,0
41,0,88,-1,38,-7,48,50,2,0
46,0,84,-7,46,0,39,38,0,0
37,2,75,0,18,-19,38,57,18,0
44,0,77,5,44,0,33,34,0,0
37,0,77,-5,2,0,40,75,34,0
43,0,88,0,42,-8,45,47,2,0
42,-1,87,0,42,0,45,46,2,0
37,3,76,0,36,-3,39,40,2,0
48,0,89,6,46,0,41,42,2,0
37,0,83,0,-4,-26,47,88,42,0
37,0,79,0,2,-8,42,76,34,0
51,0,85,0,50,-2,34,36,2,0
46,3,77,0,44,-10,32,34,2,0
49,0,95,-3,46,-24,46,48,2,0
102,0,102,-2,70,-1,1,33,32,1
45,0,76,0,44,-15,31,32,2,0
54,-4,78,-3,54,0,24,24,0,0
51,3,78,0,52,10,27,26,0,0
41,0,79,0,42,21,38,37,0,0
56,0,96,0,56,7,40,39,0,0
58,1,85,7,56,0,28,28,0,0
37,0,90,-5,6,-6,52,84,32,0
43,0,78,-1,42,-1,35,37,2,0
37,0,76,-4,34,14,39,42,2,0
59,-2,84,0,60,14,25,24,0,0
37,0,83,0,0,3,46,83,36,0
46,0,84,-1,46,0,38,37,0,0
54,4,104,0,54,0,50,49,0,0
37,0,83,0,38,16,45,44,0,0
37,0,94,0,8,-17,57,86,30,0
38,0,81,0,38,7,43,42,0,0
49,1,88,0,50,31,39,39,0,0
105,0,107,-3,70,-4,1,37,36,1
50,-1,86,-4,50,0,36,37,0,0
42,0,77,2,42,0,34,35,2,0
51,-5,86,0,52,0,35,35,0,0
81,-5,84,0,-22,-6,4,108,104,1
37,0,78,0,6,-15,42,73,32,0
82,0,85,-6,-10,0,3,95,92,1
37,0,77,6,34,-10,40,43,2,0
37,0,95,0,10,11,58,84,26,0
56,1,97,0,54,-22,40,42,2,0
59,1,86,0,60,21,28,27,0,0
39,-3,82,0,38,0,43,43,0,0
37,0,78,0,-4,19,42,83,42,0
47,0,79,8,46,0,32,32,0,0
37,0,81,-1,12,0,44,68,24,0
66,0,113,0,64,-18,47,48,2,0
49,0,86,-3,50,9,38,37,0,0
46,0,81,1,46,8,35,35,0,0
44,2,88,0,44,12,44,44,0,0
43,0,83,0,44,20,39,39,0,0
77,1,81,0,-42,0,4,125,122,1
46,-3,88,0,46,0,41,41,0,0
55,-5,77,0,54,0,22,23,0,0
42,1,79,2,42,0,37,38,0,0
105,2,106,0,70,0,1,36,36,1
42,-2,82,0,42,0,39,41,2,0
37,0,74,-1,20,-8,37,54,16,0
37,0,77,0,-4,-21,41,83,42,0
41,3,76,0,42,13,35,35,0,0
54,0,87,1,54,0,33,33,0,0
102,0,103,0,72,12,1,31,30,1
37,0,81,3,34,1,43,47,4,0
37,0,82,0,-2,2,45,85,40,0
47,3,77,0,46,0,31,31,0,0
44,-1,81,0,44,0,37,37,0,0
37,0,106,1,28,-13,69,78,8,0
46,0,79,0,46,10,33,32,0,0
83,-3,87,0,-4,0,4,92,88,1
45,0,85,0,44,73,41,41,0,0
53,0,102,0,54,10,49,48,0,0
49,0,95,0,50,10,47,46,0,0
38,0,76,-1,38,8,38,37,0,0
81,-3,85,-6,-40,0,4,126,122,1
37,0,79,6,10,0,42,69,26,0
37,0,82,-3,8,0,45,74,30,0
48,0,77,0,50,31,29,28,0,0
37,0,80,0,24,18,43,57,14,0
37,0,77,0,-20,4,41,98,58,0
52,0,84,0,52,-2,32,33,0,0
55,0,95,0,54,23,40,41,2,0
46,0,109,0,46,6,64,63,0,0
37,0,77,0,20,0,40,57,16,0
49,-2,107,0,46,-24,58,60,2,0
37,0,75,5,28,0,38,46,8,0
56,-2,97,0,54,5,41,42,2,0
37,0,91,0,16,-3,53,75,22,0
39,1,93,0,36,11,54,57,2,0
44,3,85,0,44,3,41,41,0,0
44,0,79,-3,44,0,35,35,0,0
44,-4,76,0,42,-30,32,35,2,0
41,2,85,5,42,12,44,44,0,0
45,0,78,-3,44,-4,33,34,2,0
48,0,88,4,46,0,40,42,2,0
37,0,105,0,20,0,68,84,16,0
55,-1,85,0,54,0,30,31,0,0
50,0,81,1,50,0,32,32,0,0
41,3,83,0,42,3,41,41,0,0
44,0,86,-1,44,8,42,42,0,0
44,0,89,0,44,0,45,45,0,0
51,0,86,0,52,18,35,34,0,0
44,1,75,0,44,0,31,31,0,0
38,1,76,0,38,18,38,37,0,0
41,0,90,0,42,0,48,48,0,0
37,0,83,0,30,13,46,52,6,0
37,0,108,0,34,6,71,75,4,0
38,1,93,-3,38,0,55,55,0,0
37,0,106,0,24,-20,69,83,14,0
37,0,80,0,10,29,43,70,26,0
44,0,83,0,44,6,40,39,0,0
37,-1,76,0,38,11,38,37,0,0
51,3,79,0,50,-22,27,30,2,0
37,4,80,4,-2,0,43,83,40,0
37,0,79,0,6,-12,43,74,32,0
80,0,84,6,-24,11,4,110,106,1
44,-4,83,0,44,0,40,39,0,0
37,0,94,-6,8,0,57,86,30,0
44,3,77,0,44,23,33,33,0,0
58,3,84,0,56,0,26,27,0,0
37,0,79,0,16,-15,43,64,22,0
41,0,83,0,38,-20,41,44,2,0
37,0,91,-7,16,0,53,75,22,0
44,0,109,0,42,-19,66,68,2,0
43,0,85,5,42,-6,42,44,2,0
37,0,78,0,26,19,41,52,12,0
57,5,86,0,56,0,29,30,0,0
53,1,77,0,52,-19,23,25,2,0
37,0,78,0,8,-6,42,70,28,0
37,0,76,0,34,4,39,43,4,0
80,4,84,8,-28,0,4,112,108,1
37,0,80,-2,12,-6,43,67,24,0
44,0,81,0,44,12,37,37,0,0
105,4,106,4,70,0,1,36,36,1
45,0,83,0,46,14,37,36,0,0
37,-2,75,0,28,12,38,46,8,0
39,0,85,4,38,0,46,46,0,0
45,-5,77,0,44,0,33,34,0,0
105,-1,107,-3,70,-4,1,37,36,1
37,0,77,0,36,18,40,41,0,0
49,-3,77,0,46,-29,28,30,2,0
37,0,78,0,12,10,41,65,24,0
51,-4,88,-5,52,16,37,37,0,0
42,3,79,-1,42,0,37,37,0,0
40,-3,81,0,38,0,40,42,2,0
38,0,93,0,28,-6,55,64,10,0
37,0,104,-1,24,4,67,81,14,0
52,-3,77,0,52,0,25,26,0,0
38,1,76,0,38,11,38,37,0,0
37,0,97,0,30,23,60,66,6,0
44,0,81,1,44,7,37,37,0,0
53,0,84,0,54,12,31,30,0,0
38,2,77,0,38,0,39,38,0,0
49,2,81,0,50,4,31,32,0,0
56,-3,85,1,56,0,29,28,0,0
53,5,81,0,54,1,27,26,0,0
44,-1,82,-15,44,-5,38,38,0,0
44,2,77,0,44,21,33,33,0,0
42,-4,83,0,42,0,42,42,0,0
37,0,99,0,28,-12,61,70,8,0
49,0,80,0,50,5,31,31,0,0
52,-30,79,0,0,0,27,79,52,1
78,-4,83,0,-40,3,4,124,120,1
76,0,81,2,-40,0,5,122,118,1
40,-5,87,0,38,0,47,48,2,0
48,0,86,-6,46,0,37,39,2,0
84,-2,88,0,2,0,3,85,82,1
41,0,79,0,42,31,39,38,0,0
37,0,81,0,-2,6,44,84,40,0
53,0,80,0,52,-5,27,28,2,0
56,-1,88,0,56,0,31,31,0,0
49,-3,81,0,46,-26,33,35,2,0
38,0,94,1,38,5,56,55,0,0
82,0,86,0,-4,-24,3,91,88,1
38,0,75,0,38,18,37,36,0,0
43,0,80,0,44,17,37,36,0,0
44,0,86,0,44,8,43,42,0,0
43,-1,88,0,44,8,45,44,0,0
50,0,78,-6,50,0,29,29,0,0
77,0,81,-2,-40,0,4,122,118,1
51,0,86,0,52,6,35,34,0,0
45,0,86,-1,44,-2,40,42,2,0
37,0,77,0,34,-3,40,43,4,0
43,0,96,0,56,883,53,39,-12,0
37,0,77,0,-22,-9,41,101,60,0
46,0,100,0,44,-11,54,56,2,0
41,0,76,0,42,9,35,34,0,0
37,0,78,0,6,10,42,73,32,0
44,0,81,1,42,-22,37,39,2,0
49,-1,81,-2,50,-19,32,32,0,0
37,0,76,-3,30,6,39,45,6,0
83,0,86,0,-6,-23,3,94,90,1
42,0,86,-7,42,0,43,44,2,0
46,0,86,0,46,14,40,39,0,0
105,0,106,-7,70,0,1,36,36,1
40,0,80,0,38,2,40,41,2,0
44,-3,82,0,44,2,38,38,0,0
49,0,88,0,50,14,40,39,0,0
56,0,86,0,56,2,30,29,0,0
47,5,87,1,46,0,40,41,0,0
56,0,108,1,56,23,52,51,0,0
45,5,84,0,44,0,39,41,2,0
48,0,89,3,46,0,41,42,2,0
37,0,78,0,16,9,42,63,22,0
37,0,74,0,34,25,37,41,4,0
42,-7,76,0,42,0,34,35,2,0
37,0,79,0,12,14,43,66,24,0
53,0,108,0,52,-5,55,56,2,0
47,0,84,0,46,-1,37,37,0,0
49,0,107,0,46,-21,58,60,2,0
56,0,83,0,56,11,27,26,0,0
44,-2,77,0,44,5,33,33,0,0
45,0,106,-1,44,-2,62,62,0,0
47,3,83,-1,46,0,36,36,0,0
37,0,75,0,34,0,37,41,4,0
51,5,86,0,52,20,35,34,0,0
49,0,79,0,50,5,30,30,0,0
37,-1,77,-3,20,-7,40,57,16,0
37,-1,76,-6,20,-7,40,55,16,0
37,0,97,0,20,-23,60,77,16,0
53,1,86,8,54,0,33,32,0,0
47,5,84,0,46,0,37,38,0,0
37,0,75,0,26,4,38,49,12,0
44,0,84,1,44,0,40,41,0,0
39,-1,108,-3,38,-5,68,69,0,0
47,0,87,-2,46,0,40,41,0,0
78,1,82,0,-46,0,4,128,124,1
59,0,86,-3,56,-16,27,29,2,0
37,0,75,8,26,0,38,49,10,0
43,5,90,0,42,0,47,49,2,0
37,-2,80,0,30,0,43,49,6,0
58,2,87,0,56,0,29,30,2,0
46,5,79,0,46,13,33,32,0,0
41,0,87,0,38,-1,46,48,2,0
49,2,83,0,50,26,34,34,0,0
47,0,86,-6,46,0,39,40,0,0
37,4,94,0,8,-6,57,86,30,0
46,0,87,0,46,7,41,41,0,0
51,5,86,0,52,12,35,35,0,0
41,1,85,1,42,9,44,44,0,0
53,-1,81,0,54,6,27,26,0,0
41,-4,82,0,38,-14,41,43,2,0
37,0,106,0,28,3,69,78,8,0
56,0,87,0,56,2,31,30,0,0
43,0,78,0,42,-1,35,37,2,0
45,0,81,0,46,5,36,35,0,0
49,3,87,1,50,2,38,38,0,0
80,0,84,0,-42,-10,4,128,124,1
59,-1,84,0,56,-21,25,27,2,0
37,0,76,0,24,-23,40,53,14,0
49,5,83,0,50,21,34,34,0,0
53,-2,81,6,54,0,28,27,0,0
108,1,109,1,72,2,1,36,36,1
81,-4,85,0,-10,0,4,95,92,1
37,0,80,0,10,-24,43,70,26,0
37,0,77,0,10,-3,40,66,26,0
53,0,86,0,52,-9,33,35,2,0
37,0,98,1,30,0,61,67,6,0
41,0,83,-2,42,27,41,41,0,0
37,-1,107,0,36,-9,69,71,2,0
51,0,102,0,50,-11,51,53,2,0
43,0,80,-3,42,0,37,39,2,0
45,0,83,7,44,0,38,39,0,0
43,0,79,6,42,0,36,37,2,0
46,4,79,0,44,-15,33,35,2,0
56,0,80,0,54,-23,24,26,2,0
39,-3,77,-1,38,0,38,39,0,0
41,0,86,0,38,-30,45,47,2,0
46,-4,83,0,44,-30,37,39,2,0
43,0,90,0,42,-16,47,49,2,0
43,0,81,7,42,0,38,40,2,0
43,0,79,-2,44,-1,36,35,0,0
37,0,80,0,36,7,43,44,0,0
79,-1,83,-3,-32,12,4,117,112,1
84,4,89,0,6,-10,5,84,80,1
37,0,77,0,36,-15,40,41,2,0
48,0,106,0,46,-3,58,60,2,0
45,-2,83,0,46,17,37,36,0,0
44,2,86,0,44,12,43,42,0,0
84,-1,88,0,2,0,3,85,82,1
37,0,77,7,16,7,40,61,22,0
37,-2,91,0,6,-1,53,86,32,0
49,5,82,0,50,28,33,33,0,0
45,-1,76,0,44,-27,31,32,2,0
37,0,90,0,34,13,53,57,4,0
37,0,79,0,16,-16,42,64,22,0
37,0,81,0,10,20,44,70,26,0
37,0,77,-3,8,-15,41,70,28,0
79,4,83,0,-30,0,4,114,110,1
37,0,83,0,0,25,46,83,36,0
45,5,102,0,44,0,58,58,0,0
102,0,103,-1,72,16,1,31,30,1
37,0,81,0,8,-7,44,73,28,0
47,0,88,4,46,0,42,42,0,0
37,0,81,7,36,0,44,44,0,0
37,-1,80,0,36,-18,43,44,2,0
49,0,107,0,50,12,58,58,0,0
52,-5,86,0,52,-3,33,34,0,0
43,0,79,-1,42,-15,36,38,2,0
45,0,86,7,44,0,42,42,0,0
46,-1,100,-7,46,0,54,53,0,0
37,3,97,0,36,0,60,61,0,0
76,0,81,0,-42,0,5,125,120,1
45,0,80,0,44,-23,35,36,2,0
45,-4,89,3,44,0,44,45,0,0
103,-4,104,-2,70,0,1,35,34,1
49,1,81,0,50,13,33,32,0,0
76,-3,81,0,-40,0,5,122,118,1
55,1,79,0,54,-6,24,25,2,0
40,-1,82,0,38,0,42,43,2,0
55,5,81,0,54,0,26,27,0,0
46,0,86,0,46,11,40,39,0,0
37,0,76,1,20,0,40,55,16,0
49,0,81,3,50,0,32,32,0,0
41,-1,76,0,38,-14,35,37,2,0
41,-1,88,0,38,-23,48,50,2,0
45,0,84,2,46,21,39,38,0,0
37,-2,80,0,20,0,43,59,16,0
40,-3,81,2,38,0,41,42,2,0
37,0,75,0,20,16,38,54,16,0
38,5,76,0,38,1,38,37,0,0
43,0,83,7,42,0,40,41,2,0
43,-1,79,0,44,6,35,35,0,0
53,0,108,0,52,-23,55,56,2,0
82,0,86,1,-6,3,4,94,90,1
45,1,76,-2,44,-4,31,32,0,0
41,0,84,4,38,14,43,45,2,0
41,0,82,-2,38,-26,41,43,2,0
43,-1,76,0,42,-3,33,35,2,0
37,0,81,8,16,0,44,65,22,0
40,-4,84,0,38,0,44,46,2,0
53,0,84,0,54,3,31,30,0,0
46,0,86,6,46,0,40,39,0,0
37,-3,75,0,26,-1,38,49,10,0
41,2,106,0,38,0,65,67,2,0
41,0,106,0,42,4,64,64,0,0
56,0,82,0,56,12,26,25,0,0
63,3,111,8,62,0,48,49,2,0
44,-2,81,0,44,0,38,37,0,0
37,-1,80,1,18,0,43,62,18,0
39,0,77,-2,38,-3,38,38,0,0
41,-5,86,0,42,18,46,45,0,0
45,3,102,0,44,-1,57,58,2,0
81,0,84,0,-18,18,4,103,98,1
44,0,81,0,42,-18,37,39,2,0
44,0,83,0,42,-20,40,42,2,0
44,0,87,0,42,-23,43,46,2,0
44,5,82,0,44,0,38,38,0,0
37,0,78,4,26,-3,42,52,10,0
51,0,88,0,50,-30,36,39,2,0
45,0,76,0,44,-9,30,32,2,0
64,-1,111,0,62,-1,47,49,2,0
51,-3,80,0,50,-13,29,31,2,0
49,1,77,0,50,3,28,28,0,0
37,0,78,-1,6,0,41,73,32,0
43,-2,75,0,42,-13,32,34,2,0
55,3,78,-1,54,0,23,24,0,0
37,0,95,0,12,-6,58,82,24,0
53,0,109,1,52,-2,56,57,2,0
42,3,77,-1,42,0,36,36,0,0
41,2,81,0,42,15,39,39,0,0
41,0,84,1,38,-1,44,46,2,0
41,0,84,2,38,-4,43,45,2,0
37,0,77,0,2,4,40,74,34,0
43,-4,81,0,44,13,38,37,0,0
56,1,91,0,56,9,35,34,0,0
85,0,88,-2,2,-5,3,86,82,1
43,0,86,0,42,-13,43,45,2,0
39,0,106,0,38,0,66,67,0,0
47,-1,84,0,46,0,38,38,0,0
39,0,94,5,38,0,55,55,0,0
45,0,80,0,46,19,35,34,0,0
59,0,108,0,56,-9,49,51,2,0
47,5,82,0,46,0,34,35,0,0
37,-1,79,0,24,0,42,55,14,0
49,0,82,0,50,24,33,33,0,0
49,0,95,4,50,8,47,46,0,0
44,0,87,6,44,0,43,43,0,0
45,-4,83,0,46,16,37,36,0,0
45,1,81,0,44,0,35,37,2,0
37,0,77,-1,-20,6,41,98,58,0
37,0,78,0,-4,3,42,83,42,0
51,0,88,0,52,25,37,37,0,0
41,0,86,0,42,5,45,45,0,0
56,0,86,0,54,-30,30,32,2,0
49,5,85,0,46,-5,36,39,2,0
37,0,78,0,-2,1,41,81,40,0
81,0,84,0,-22,-16,4,108,104,1
51,-4,77,0,52,17,27,26,0,0
50,0,77,1,50,0,27,28,0,0
56,0,96,-2,56,0,40,39,0,0
37,0,77,-1,20,-4,40,56,16,0
37,0,104,6,26,25,67,78,12,0
48,0,106,0,46,-4,58,60,2,0
37,1,92,4,6,0,54,86,32,0
37,0,78,0,12,-13,42,65,24,0
56,-3,86,0,56,0,31,30,0,0
56,0,107,0,56,3,51,50,0,0
37,0,81,0,38,28,43,42,0,0
55,-2,91,0,54,0,36,37,0,0
53,0,88,2,54,25,35,33,0,0
38,5,79,0,38,0,41,41,0,0
44,0,82,-5,44,-1,38,38,0,0
45,-2,109,0,44,-7,64,66,2,0
45,-4,81,0,44,0,36,37,0,0
56,0,95,-1,54,0,39,41,2,0
37,0,76,2,26,10,39,50,12,0
40,0,81,1,38,0,41,43,2,0
53,1,81,0,54,293,27,26,0,0
65,3,113,0,64,1,48,48,0,0
49,4,86,0,46,-3,38,40,2,0
53,0,78,0,54,10,25,24,0,0
41,0,76,-7,38,0,35,37,2,0
55,-5,88,0,54,-3,32,33,2,0
48,0,102,0,46,0,53,55,2,0
43,-1,79,0,42,-10,36,38,2,0
44,1,76,8,44,0,31,32,0,0
39,-5,76,-1,-2,0,37,79,42,0
82,0,86,5,-10,0,4,96,92,1
48,0,86,-3,46,0,39,40,2,0
43,0,95,-6,42,-2,52,54,2,0
56,-1,88,0,54,-30,31,33,2,0
42,-1,99,0,42,0,58,58,0,0
37,0,108,0,34,-23,71,75,4,0
49,-2,101,0,50,0,52,52,0,0
38,-3,83,0,38,0,45,44,0,0
41,0,76,-1,42,6,35,35,0,0
41,-4,86,0,42,15,46,45,0,0
45,-2,85,1,44,0,40,41,2,0
41,-2,100,0,42,8,59,59,0,0
41,0,108,0,38,0,67,69,2,0
38,0,82,0,38,11,44,43,0,0
39,2,81,6,38,0,42,43,0,0
44,2,76,0,44,2,32,32,0,0
37,0,76,0,30,24,39,45,6,0
102,0,103,7,70,-12,1,33,32,1
41,4,84,0,42,13,43,43,0,0
44,0,83,6,44,2,40,39,0,0
105,-2,106,0,70,0,1,36,36,1
37,0,94,0,10,30,57,84,26,0
37,0,80,0,26,8,43,54,12,0
37,1,104,0,18,9,66,86,20,0
47,-2,90,0,46,0,44,44,0,0
80,0,84,0,-36,-7,4,120,116,1
37,-1,81,0,38,4,43,42,0,0
37,0,75,0,28,-31,38,46,8,0
39,0,106,6,38,0,68,67,0,0
42,-3,86,0,42,0,45,45,0,0
42,0,77,-2,42,0,34,35,2,0
49,3,77,0,46,-11,28,30,2,0
58,2,97,0,56,0,39,40,2,0
37,0,78,0,24,25,41,55,14,0
53,0,81,-1,52,-28,28,30,2,0
45,0,87,0,44,-7,42,43,2,0
37,0,76,37,24,0,39,53,14,0
50,0,87,7,50,0,37,38,0,0
37,0,77,0,24,-15,40,54,14,0
37,0,97,0,24,-1,60,73,14,0
47,-1,75,-1,46,0,28,28,0,0
44,-1,76,0,42,-27,32,35,2,0
44,-2,86,0,44,0,42,42,0,0
37,0,78,0,0,-4,41,78,36,0
48,-1,81,0,46,-1,33,35,2,0
53,2,86,0,52,-16,33,34,2,0
42,0,83,5,42,0,41,42,2,0
46,0,86,1,46,3,41,40,0,0
49,2,87,1,50,0,38,38,0,0
37,0,76,5,28,0,40,48,8,0
48,4,76,0,46,0,28,29,2,0
37,0,77,0,2,20,40,74,34,0
52,0,86,1,52,-3,33,34,0,0
38,0,102,0,36,26,65,66,2,0
41,0,79,1,38,-13,38,40,2,0
37,0,81,0,-4,-29,44,86,42,0
40,-4,79,1,38,0,38,40,2,0
80,-4,84,0,-36,0,5,121,116,1
37,0,95,0,16,-11,58,79,22,0
42,0,87,7,42,0,45,46,2,0
39,1,76,8,38,0,36,37,0,0
45,0,82,0,46,30,37,35,0,0
46,0,102,0,46,4,57,56,0,0
56,0,79,0,54,-26,23,24,2,0
103,-1,104,-4,72,10,1,31,30,1
37,0,77,2,36,-9,39,41,2,0
46,1,81,0,44,-9,35,37,2,0
37,0,78,2,12,0,42,65,24,0
43,0,77,0,44,11,34,33,0,0
51,-1,78,0,52,20,27,26,0,0
38,0,80,0,38,6,42,41,0,0
37,0,77,0,34,1,40,43,4,0
37,0,100,0,30,-11,64,69,6,0
56,0,86,0,54,-25,30,32,2,0
41,0,78,0,38,-23,37,39,2,0
