id;gender;age;previously_insured;vehicle_age;vehicle_damage;annual_premium;vintage;response
613;female;45;no;2;yes;2630;96;interested
614;male;72;no;2;yes;45683;270;not-interested
615;male;25;yes;1;no;63124;136;not-interested
616;male;64;yes;2;no;30068;237;not-interested
617;male;46;no;3;yes;64819;82;interested
618;male;84;yes;2;no;49367;31;not-interested
619;male;46;no;3;yes;42534;168;not-interested
620;female;41;no;2;yes;35524;13;interested
621;male;73;no;2;yes;41623;146;not-interested
622;female;43;no;3;yes;37314;288;interested
623;male;47;no;2;yes;37752;235;not-interested
624;male;55;yes;2;yes;42394;142;not-interested
625;female;45;no;2;yes;35692;235;not-interested
626;female;24;yes;1;no;38608;107;not-interested
627;male;44;no;2;yes;42609;83;not-interested
628;male;42;no;3;yes;34815;101;interested
629;female;24;yes;1;no;28239;67;not-interested
630;female;27;no;1;no;28171;213;not-interested
631;male;21;yes;1;no;15945;160;not-interested
632;female;22;yes;1;no;32851;234;not-interested
633;female;22;yes;1;no;37508;260;not-interested
634;female;44;no;2;yes;36790;266;not-interested
635;male;21;no;1;yes;22577;204;not-interested
636;male;36;no;2;yes;20819;137;not-interested
637;male;24;yes;1;no;55467;84;not-interested
638;female;53;no;2;yes;60483;30;not-interested
639;male;52;yes;2;no;35031;88;not-interested
640;male;23;yes;1;no;34056;233;not-interested
641;female;49;yes;2;no;2630;245;not-interested
642;female;23;yes;1;no;27636;145;not-interested
643;female;23;yes;1;no;44043;65;not-interested
644;male;40;no;2;no;32854;149;not-interested
645;male;23;yes;1;no;29541;258;not-interested
646;female;21;yes;1;no;30389;27;not-interested
647;male;30;no;2;yes;2630;298;not-interested
648;male;57;yes;2;no;2630;166;not-interested
649;male;55;yes;2;no;67745;93;not-interested
650;male;50;no;2;yes;26821;296;not-interested
651;female;44;no;2;yes;26567;215;not-interested
652;male;25;no;1;yes;41654;233;not-interested
653;male;43;no;2;yes;29155;277;not-interested
654;male;24;yes;1;no;24773;277;not-interested
655;female;59;no;2;no;23322;133;interested
656;male;23;no;1;yes;29267;41;not-interested
657;male;53;no;2;yes;2630;90;not-interested
658;male;23;yes;2;yes;2630;234;not-interested
659;male;24;yes;1;no;36975;88;not-interested
660;female;24;no;1;yes;32681;116;not-interested
661;male;60;no;2;yes;68548;298;not-interested
662;female;34;no;2;yes;30045;119;interested
663;male;29;yes;1;no;25850;125;not-interested
664;female;21;yes;1;no;41238;195;not-interested
665;male;25;yes;1;no;39723;278;not-interested
666;female;45;yes;2;no;52448;105;not-interested
667;female;22;yes;1;no;24233;231;not-interested
668;male;55;yes;2;no;36693;212;not-interested
669;male;45;no;2;yes;23958;35;interested
670;female;23;yes;1;no;49577;55;not-interested
671;male;26;yes;1;no;33045;188;not-interested
672;male;68;no;2;yes;45626;68;not-interested
673;female;63;no;2;yes;2630;172;not-interested
674;male;27;yes;1;no;32286;75;not-interested
675;female;37;no;2;yes;45037;238;interested
676;female;48;yes;2;no;45148;240;not-interested
677;female;35;no;2;yes;37646;198;not-interested
678;male;71;yes;2;no;33685;10;not-interested
679;male;31;no;1;yes;2630;166;interested
680;male;53;no;2;yes;2630;141;not-interested
681;male;22;yes;1;no;31827;69;not-interested
682;female;67;no;2;yes;31554;30;not-interested
683;female;76;yes;2;no;37753;38;not-interested
684;female;47;no;2;yes;2630;227;not-interested
685;male;36;no;2;yes;25017;203;not-interested
686;male;46;no;2;yes;31663;235;not-interested
687;female;35;no;2;no;2630;43;not-interested
688;female;66;no;2;no;48089;205;not-interested
689;male;61;no;3;yes;22257;171;interested
690;female;23;yes;1;no;33860;217;not-interested
691;male;44;no;2;no;50633;103;not-interested
692;female;22;no;1;yes;35557;110;not-interested
693;female;28;yes;1;no;2630;101;not-interested
694;female;38;no;2;yes;2630;83;not-interested
695;female;48;no;2;yes;39818;180;not-interested
696;male;41;no;2;yes;49845;168;not-interested
697;female;31;yes;1;no;41106;37;not-interested
698;male;42;yes;2;no;2630;193;not-interested
699;male;48;yes;2;no;2630;18;not-interested
700;male;42;no;2;yes;2630;235;not-interested
701;female;24;yes;1;no;35665;174;not-interested
702;male;76;yes;2;no;28290;146;not-interested
703;female;43;no;2;yes;46174;21;interested
704;female;25;yes;1;no;34410;219;not-interested
705;male;43;no;2;yes;26259;116;not-interested
706;female;35;no;2;yes;29036;227;interested
707;female;24;yes;1;no;32803;239;not-interested
708;male;46;no;2;no;35183;68;not-interested
709;female;45;yes;2;no;28586;129;not-interested
710;male;24;yes;1;no;19613;167;not-interested
711;female;46;no;2;yes;2630;292;not-interested
712;female;33;no;2;yes;28188;257;not-interested
713;male;23;yes;1;no;18086;139;not-interested
714;male;38;no;2;yes;2630;244;not-interested
715;male;47;no;2;yes;28871;60;interested
716;female;26;yes;1;no;30380;268;not-interested
717;male;44;no;2;yes;32342;255;interested
718;male;23;no;1;yes;28070;136;not-interested
719;male;36;no;2;yes;32752;287;interested
720;male;40;no;2;yes;71479;107;not-interested
721;male;24;yes;1;no;31953;83;not-interested
722;male;39;no;2;yes;43177;12;not-interested
723;female;42;yes;2;no;61279;224;not-interested
724;female;76;yes;2;no;48834;54;not-interested
725;female;31;yes;1;no;30459;295;not-interested
726;female;21;no;1;yes;31946;216;not-interested
727;male;48;yes;2;no;22242;283;not-interested
728;female;23;no;1;no;27629;228;not-interested
729;male;28;yes;1;no;34010;145;not-interested
730;female;43;no;2;yes;41103;258;not-interested
731;male;35;no;2;yes;33273;255;not-interested
732;female;35;no;2;yes;39339;170;not-interested
733;male;77;no;2;yes;2630;109;interested
734;female;24;yes;1;yes;31546;268;not-interested
735;male;50;no;3;yes;53905;253;interested
736;female;69;no;2;yes;48756;285;not-interested
737;female;24;no;1;yes;49007;115;not-interested
738;male;29;yes;1;no;46278;69;not-interested
739;male;43;no;2;yes;29921;146;interested
740;male;70;yes;2;no;36785;211;not-interested
741;male;50;no;2;yes;2630;276;not-interested
742;male;29;yes;1;no;36528;270;not-interested
743;male;23;yes;1;no;42463;160;not-interested
744;male;20;yes;1;no;31515;167;not-interested
745;male;29;yes;1;no;23080;103;not-interested
746;female;68;yes;2;no;25075;108;not-interested
747;male;25;no;1;yes;27136;155;not-interested
748;male;48;no;2;yes;31502;125;not-interested
749;male;46;no;3;yes;38166;37;interested
750;male;44;yes;2;yes;33844;81;not-interested
751;male;49;no;2;yes;2630;59;interested
752;male;53;yes;2;no;2630;208;not-interested
753;male;24;no;1;no;32560;291;not-interested
754;male;61;no;2;yes;27238;206;not-interested
755;female;33;no;1;yes;43563;240;not-interested
756;female;49;no;3;yes;40190;209;not-interested
757;female;53;no;2;yes;47367;254;not-interested
758;male;46;yes;2;no;37565;18;not-interested
759;female;44;no;2;yes;42376;298;not-interested
760;male;25;yes;1;no;2630;114;not-interested
761;male;26;no;1;no;44116;125;not-interested
762;female;40;no;2;yes;2630;197;interested
763;female;48;no;2;yes;28795;286;not-interested
764;female;35;no;2;yes;22773;193;not-interested
765;male;59;no;2;yes;2630;245;not-interested
766;female;23;yes;1;no;22900;24;not-interested
767;female;69;no;2;yes;30539;107;interested
768;female;72;yes;2;no;65452;38;not-interested
769;female;44;no;2;yes;41968;222;not-interested
770;male;30;yes;1;no;45553;295;not-interested
771;female;31;yes;2;no;34827;71;not-interested
772;male;48;yes;2;no;39109;51;not-interested
773;female;33;yes;1;no;33981;248;not-interested
774;female;21;yes;1;no;31286;286;not-interested
775;male;58;no;2;yes;2630;180;interested
776;male;52;no;2;no;29058;198;not-interested
777;male;44;no;2;no;2630;88;not-interested
778;male;20;no;1;yes;2630;222;not-interested
779;male;23;no;1;yes;40765;144;not-interested
780;female;24;no;1;yes;21408;202;not-interested
781;male;45;yes;2;no;36212;82;not-interested
782;male;77;yes;2;no;33249;267;not-interested
783;female;23;yes;1;no;26275;108;not-interested
784;male;24;yes;1;no;33265;57;not-interested
785;female;37;no;2;no;41890;167;not-interested
786;male;40;no;2;yes;31043;279;not-interested
787;male;65;no;2;yes;2630;90;not-interested
788;female;54;yes;2;no;19700;39;not-interested
789;male;33;no;2;yes;43580;37;not-interested
790;male;40;no;2;yes;28113;278;interested
791;male;20;yes;1;no;44400;275;not-interested
792;female;20;yes;1;yes;31207;195;not-interested
793;male;24;no;1;no;2630;12;not-interested
794;male;52;no;2;yes;28088;285;interested
795;male;71;no;2;yes;2630;134;not-interested
796;female;23;no;1;yes;46257;215;not-interested
797;male;26;yes;1;no;49625;151;not-interested
798;female;27;yes;1;no;29214;46;not-interested
799;female;23;yes;1;no;50423;73;not-interested
800;male;45;yes;2;no;29055;279;not-interested
801;male;26;yes;1;no;24354;171;not-interested
802;male;23;yes;1;no;57911;34;not-interested
803;female;29;yes;1;no;37098;185;not-interested
804;female;45;yes;2;no;2630;214;not-interested
805;female;26;yes;1;yes;42200;251;not-interested
806;male;38;no;2;yes;2630;10;interested
807;female;67;no;2;yes;45459;267;interested
808;female;21;yes;1;no;32204;221;not-interested
809;female;24;yes;1;yes;29376;112;not-interested
810;female;24;yes;1;no;58326;96;not-interested
811;male;22;yes;1;no;34772;105;not-interested
812;female;25;no;1;yes;47183;204;not-interested
813;female;54;yes;2;no;32573;153;not-interested
814;male;62;no;2;yes;38052;82;interested
815;female;26;yes;1;no;38448;216;not-interested
816;female;22;yes;1;no;38214;21;not-interested
817;female;36;yes;2;no;2630;232;not-interested
818;female;59;no;2;yes;80682;280;not-interested
819;female;23;yes;1;no;50821;201;not-interested
820;female;67;no;2;yes;40821;73;not-interested
821;female;41;no;2;yes;30438;299;not-interested
822;male;25;yes;1;no;18009;87;not-interested
823;female;46;no;2;yes;30184;110;not-interested
824;female;23;no;1;yes;27404;293;not-interested
825;female;26;yes;1;no;37801;121;not-interested
826;female;37;no;2;no;2630;71;not-interested
827;male;66;yes;2;no;38590;76;not-interested
828;female;33;no;2;no;38411;176;not-interested
829;female;25;yes;1;no;29046;134;not-interested
830;male;23;yes;1;no;36838;182;not-interested
831;male;56;yes;2;no;48462;22;not-interested
832;female;41;no;2;yes;30495;136;not-interested
833;male;20;no;1;no;25497;11;not-interested
834;male;25;no;1;yes;31531;49;interested
835;male;66;no;2;yes;47749;144;not-interested
836;female;25;yes;1;no;25162;155;not-interested
837;female;29;yes;1;no;52537;291;not-interested
838;male;25;yes;1;no;2630;16;not-interested
839;male;52;no;2;yes;54581;234;not-interested
840;male;77;no;3;yes;60083;191;not-interested
841;male;21;no;1;yes;66657;59;not-interested
842;female;24;yes;1;no;28385;164;not-interested
843;female;24;no;1;no;47282;65;not-interested
844;male;39;yes;2;no;38452;230;not-interested
845;male;44;no;2;yes;37272;231;not-interested
846;female;44;no;2;yes;43624;28;interested
847;male;43;no;2;yes;2630;26;interested
848;male;49;yes;2;no;2630;226;not-interested
849;female;24;yes;1;no;39342;27;not-interested
850;male;53;yes;2;no;44895;240;not-interested
851;female;67;no;2;yes;32592;101;not-interested
852;male;54;no;1;yes;34948;116;interested
853;female;44;no;2;yes;31059;263;interested
854;male;57;no;2;yes;67533;269;not-interested
855;female;30;yes;1;no;28647;190;not-interested
856;female;28;no;2;yes;2630;63;not-interested
857;female;22;no;1;yes;37932;293;not-interested
858;male;36;no;2;yes;31149;207;not-interested
859;male;23;no;1;yes;31668;31;not-interested
860;male;62;no;2;yes;30883;173;not-interested
861;male;42;no;2;yes;30408;74;interested
862;male;29;no;1;yes;2630;203;not-interested
863;male;44;no;2;yes;35668;40;not-interested
864;male;55;no;2;yes;31997;202;not-interested
865;female;49;no;2;yes;2630;65;not-interested
866;male;60;no;2;no;46684;280;not-interested
867;male;21;yes;1;no;35733;93;not-interested
868;male;31;yes;1;no;24002;261;not-interested
869;female;42;no;2;yes;43811;243;not-interested
870;female;37;yes;2;no;48427;176;not-interested
871;female;40;yes;2;no;30719;261;not-interested
872;male;29;no;1;yes;32200;79;not-interested
873;male;34;yes;2;yes;36264;241;not-interested
874;female;65;yes;2;yes;2630;125;not-interested
875;male;73;no;2;yes;2630;94;not-interested
876;female;22;yes;1;no;35727;116;not-interested
877;male;50;yes;2;no;45072;65;not-interested
878;male;30;yes;2;yes;2630;127;not-interested
879;female;52;no;2;yes;2630;195;not-interested
880;male;63;yes;2;yes;65387;146;not-interested
881;female;47;yes;2;no;32752;105;not-interested
882;male;34;no;2;yes;2630;223;interested
883;male;54;no;3;yes;40603;161;interested
884;male;83;yes;2;no;40935;166;not-interested
885;male;72;no;2;no;60923;179;not-interested
886;female;25;no;1;yes;2630;46;not-interested
887;male;57;no;2;yes;39067;134;not-interested
888;male;54;no;2;yes;36574;66;not-interested
889;male;24;yes;1;no;33243;33;not-interested
890;female;25;yes;1;no;29364;88;not-interested
891;female;77;no;2;yes;40743;65;not-interested
892;female;24;yes;1;no;33324;83;not-interested
893;male;45;yes;2;yes;31641;183;not-interested
894;male;26;yes;1;no;2630;137;not-interested
895;female;29;no;1;yes;2630;166;interested
896;male;47;no;2;yes;35297;74;interested
897;female;28;yes;1;no;38784;264;not-interested
898;male;41;no;2;yes;26978;213;not-interested
899;male;24;no;2;yes;50974;266;not-interested
900;male;24;yes;1;yes;29526;32;not-interested
901;female;28;yes;1;no;30514;65;not-interested
902;male;24;no;1;no;30983;67;not-interested
903;male;49;no;2;yes;27937;132;not-interested
904;female;51;no;1;yes;45869;100;not-interested
905;female;69;no;2;no;46732;259;not-interested
906;female;22;yes;1;yes;2630;106;not-interested
907;male;44;no;2;yes;35482;59;not-interested
908;male;35;no;2;yes;22791;36;not-interested
909;male;30;yes;2;no;25412;175;not-interested
910;female;36;no;2;yes;2630;180;not-interested
911;female;21;no;1;yes;32733;145;not-interested
912;male;72;no;3;yes;54468;129;interested
913;male;22;yes;1;no;21470;182;not-interested
914;female;25;yes;1;no;31745;242;not-interested
915;male;49;no;2;no;36497;252;not-interested
916;female;31;yes;1;no;25259;42;not-interested
917;male;24;no;1;yes;27709;64;not-interested
918;female;47;no;2;yes;32305;80;not-interested
919;male;32;no;2;yes;2630;227;interested
920;male;42;yes;2;no;28725;284;not-interested
921;female;70;yes;2;no;25776;105;not-interested
922;male;59;yes;2;no;47831;274;not-interested
923;male;24;yes;1;no;29817;88;not-interested
924;male;25;yes;1;no;30587;49;not-interested
925;male;37;no;2;yes;53672;32;interested
926;male;22;yes;1;no;33860;247;not-interested
927;female;26;yes;1;no;42792;86;not-interested
928;female;81;yes;2;no;38673;36;not-interested
929;female;64;no;2;yes;54624;17;not-interested
930;female;31;no;2;yes;2630;186;not-interested
931;female;51;no;2;yes;37564;252;interested
932;female;25;no;1;yes;57180;205;interested
933;male;25;yes;1;no;54611;231;not-interested
934;female;22;yes;1;no;21700;124;not-interested
935;female;42;no;2;yes;27103;175;not-interested
936;female;23;yes;1;no;34976;100;not-interested
937;female;66;no;2;yes;35154;160;not-interested
938;male;64;no;3;yes;25272;91;not-interested
939;female;43;yes;2;no;34518;219;not-interested
940;male;25;no;1;no;27134;65;not-interested
941;male;50;no;2;yes;26968;17;not-interested
942;male;35;yes;2;no;37449;70;not-interested
943;female;42;no;2;yes;43878;59;not-interested
944;female;25;no;1;yes;29430;271;not-interested
945;female;22;no;1;yes;49396;133;not-interested
946;female;42;yes;2;no;23211;113;not-interested
947;male;22;yes;1;no;38356;258;not-interested
948;female;22;no;1;yes;30266;88;not-interested
949;male;20;no;1;yes;41945;50;not-interested
950;female;46;no;2;yes;2630;142;interested
951;female;22;yes;1;no;21280;45;not-interested
952;female;22;yes;1;no;33459;153;not-interested
953;male;45;no;2;yes;13895;113;not-interested
954;female;23;no;1;yes;65093;240;not-interested
955;male;57;no;2;yes;2630;49;not-interested
956;male;20;yes;1;no;29587;187;not-interested
957;male;50;no;2;yes;33666;242;interested
958;female;28;no;1;yes;30354;232;not-interested
959;male;36;no;3;yes;28075;230;not-interested
960;female;21;no;1;yes;27546;279;not-interested
961;female;20;yes;1;no;35192;25;not-interested
962;male;23;yes;1;no;32978;112;not-interested
963;female;22;yes;1;no;59086;238;not-interested
964;male;33;yes;1;no;35268;268;not-interested
965;male;35;no;2;yes;23146;268;not-interested
966;female;25;yes;1;no;36341;65;not-interested
967;female;27;no;1;no;42963;175;not-interested
968;male;47;no;2;yes;24495;284;not-interested
969;female;25;yes;1;no;23262;69;not-interested
970;male;33;no;2;yes;26910;31;not-interested
971;male;34;no;2;yes;31177;103;interested
972;male;52;no;2;yes;50851;285;interested
973;male;32;yes;1;no;30505;181;not-interested
974;male;40;no;2;no;49097;208;not-interested
975;male;57;no;2;yes;2630;269;not-interested
976;female;23;no;1;yes;47385;277;not-interested
977;male;33;yes;1;no;21928;58;not-interested
978;female;67;no;2;yes;2630;138;not-interested
979;female;33;no;2;yes;2630;116;interested
980;male;48;no;2;yes;32645;182;not-interested
