Tom has two girlfriends.	Tom tiene dos novias.
Tom laughed at Mary.	Tom se rio de Mary.
I'll explain this later.	Explicare esto despues.
Tom gets up early in the morning.	Tomas se levanta temprano por la manana.
Tom doesn't like the way Mary laughs.	A Tom no le gusta la manera en que Mary se rie.
Some people have trouble getting their dogs to eat dog food.	Algunas personas tienen problemas para hacer que sus perros coman comida para perros.
I saw her yesterday.	La vi ayer.
She looked after my children last night.	Anoche ella cuido de mis hijos.
Parents love their children.	Los padres quieren a sus hijos.
It's obvious that she's sick.	Obvio que ella esta enferma.
The whole school turned out to welcome Tom back.	Toda la escuela acudio para dar la bienvenida a Tom.
I saw Tom and Mary.	Vi a Tom y Mary.
Tom sang a duet with Mary.	Tom canto un dueto con Mary.
I've got a cold.	Estoy constipado.
I think it's time for me to shove off.	Creo que es hora de que me pire de aqui.
That's where we saw Tom last year.	Ahi es donde vimos a Tom el ano pasado.
Why do you like squirrels so much?	¿Por que te gustan tanto las ardillas?
He saved a child from drowning in a pond.	El salvo a un nino de ahogarse en un estanque.
Fill in this form.	Completa este formulario.
I'm angry with her.	Estoy enfadado con ella.
This tea is very hot.	Este te esta muy caliente.
Dutch is closely related to German.	El holandes esta intimamente relacionado con el aleman.
Tom wondered why Mary wasn't as hungry as everyone else.	Tom se pregunto por que Mary no tenia tanta hambre como el resto.
You are going too far.	Estas yendo demasiado lejos.
I'm investigating a very interesting case.	Estoy investigando un caso muy interesante.
I want to go to the store.	Quiero ir a la tienda.
Tom doesn't like the house that he lives in.	A Tom no le gusta la casa en que vive.
Write your name and address, please.	Por favor, escriba su nombre y direccion.
Mary took out the eggs one by one.	Mary saco los huevos uno por uno.
This is a waterproof watch.	Este es es un reloj sumergible.
We're objective.	Somos objetivos.
I almost left my umbrella in the train.	Casi me olvido el paraguas en el tren.
Tom likes arithmetic.	A Tom le gusta la aritmetica.
One of Serbia's allies was Russia.	Uno de los aliados de Serbia era Rusia.
Tom shouldn't have done what he did.	Tom no debia haber hecho lo que el hizo.
Tom's making his bed.	Tom se esta haciendo la cama.
The dog is drooling.	El perro esta babeando.
I study French.	Estudio frances.
Tom thought about what Mary had told him.	Tom estuvo pensando en lo que Mary le habia contado.
Tom was impressed.	Tom estaba impresionado.
She is on death row.	Ella esta en el corredor de la muerte.
Our teacher separated us into two groups.	Nuestro profesor nos separo en dos grupos.
I'd like to see the menu.	Me gustaria hojear la carta.
Who discovered America?	¿Quien descubrio America?
She died in a plane crash.	Murio en un accidente de avion.
She is very pretty.	Ella es guapisima.
What're you doing in my house?	¿Que estas haciendo en mi casa?
I need to see you immediately.	Necesito verte de inmediato.
He lives next to me.	El vive junto a mi casa.
My father misses my mother and me.	Mi padre me extrana a mi y a mi madre.
Thank you. You're welcome.	Gracias. De nada.
Keep an eye on my suitcase while I buy my ticket.	Echale un ojo a mi maleta mientras compro mi billete.
You are important.	Eres importante.
He talked to the chairman.	Hablo con el presidente.
I usually got to bed about eleven.	Generalmente me acuesto a eso de las once.
I'll do everything I can.	Hare todo lo que pueda.
Is this your wallet?	¿Es esta tu cartera?
There seems to be a misunderstanding.	Parece que hay un malentendido.
They'll call.	Ellos llamaran.
Why haven't you told Tom how much he owes?	¿Por que no le has dicho a Tom cuanto debe?
Tom doesn't like Mary very much.	A Tom no le gusta mucho Mary.
I can't make promises.	No puedo prometer nada.
Summer is the season I like best.	El verano es mi estacion favorita.
I have to pass this exam.	Tengo que pasar este examen.
That's a problem.	Eso es un problema.
I'm free until 2:30.	Tengo tiempo libre hasta las 2:30.
You don't have to come here every day.	No es necesario que vengas aqui todos los dias.
Are you new here?	¿Eres nuevo aqui?
Tom sure can play tennis.	Tom si que puede jugar tenis.
We went to the park, and we played there.	Fuimos al parque, y jugamos alla.
The man claimed he didn't take the money.	El hombre sostuvo que el no habia tomado el dinero.
I like to draw pictures.	Me gusta hacer dibujos.
At first, I didn't like it, but it gradually became fun.	Al principio no me gusto, pero de poco a poco se volvio divertido.
Tom tried to open the door, but it wouldn't budge.	Tom intento abrir la puerta, pero no se movio ni un apice.
He's a reckless young fellow.	Es un muchacho muy alocado.
I'd like some information about your new computers.	Quisiera algo de informacion acerca de sus nuevos computadores.
Who was in the car?	¿Quien estaba en el coche?
If necessary, I will come soon.	Si es necesario, vendre pronto.
I love walking barefoot on the grass.	Me encanta caminar descalza sobre el cesped.
I have blonde hair.	Tengo el pelo rubio.
It's hard to relax when you have a headache.	Es dificil relajarse cuando te duele la cabeza.
I'm truly sorry.	De verdad lo siento.
Tom doesn't have to pay attention to what Mary says.	Tom no le tiene que prestar atencion a lo que Mary dice.
What time do you get up in the morning?	¿A que hora te levantas por la manana?
Every student knows the school song.	Todo estudiante conoce la cancion de la escuela.
I think I did something wrong.	Creo que hice algo malo.
He kept walking back and forth.	Estaba paseando de un lado a otro.
I prefer milk to juice.	Prefiero leche que jugo.
How much time do you intend to stay in Oxford?	¿Cuanto tiempo piensas quedarte en Oxford?
Mumps is an infectious disease.	Las paperas son una enfermedad contagiosa.
Like it or not, you have to do that right away.	Te guste o no, tienes que hacer eso ahora mismo.
Do you want to eat?	¿Quieres comer?
I don't want to live with you.	No quiero vivir contigo.
Choose carefully.	Elige con cuidado.
Have you ever seen a kangaroo?	¿Alguna vez ha visto un canguro?
What they wanted was a man like himself.	Lo que ellas querian era un hombre como el.
He secretly showed me her photograph.	El me mostro su foto a escondidas.
I get up at six.	Me levanto a las seis.
The zoo is closed on Monday.	El zoo cierra el lunes.
Tom is the same age as Mary is.	Tom tiene la misma edad que Mary.
He knows this town inside out.	El conoce esta ciudad a fondo.
I thought it would be here by now.	Pense que estaria aqui ya.
I need to see you tonight.	Necesito verte esta noche.
I don't know what's happened.	No se que paso.
This is your handbag.	Este es tu bolso.
I know where you live.	Se donde vivis.
Many rivers in Japan are polluted by waste water from factories.	Muchos rios en Japon estan contaminados por aguas residuales provenientes de las fabricas.
Is Tom's illness serious, doctor?	¿La enfermedad de Tom es seria, doctor?
I have not seen him for a long time.	Hace mucho que no le veo.
Tom said he understood how you were feeling.	Tom dijo que entiende como te sientes.
Do you have this in a bigger size?	¿Tiene esta en una talla mas grande?
Tom has everything he needs.	Tom tiene todo lo que necesita.
Tom doesn't remember too much about what happened that day.	Tom no recuerda mucho acerca de lo que sucedio aquel dia.
I don't know what to do for dinner.	No se que hacer de cenar.
Tom listened.	Tom escucho.
I don't go to school on Sundays.	Los domingos no voy al colegio.
Dirty drinking water can cause sickness.	El agua potable sucia puede provocar enfermedades.
I saw you cooking.	Le he visto cocinar.
We are not here to arrest you.	No estamos aqui para deteneros.
She seemed disappointed at the result.	Ella parecia decepcionada con el resultado.
I gave him a few books.	Le di algunos libros.
Tom cut the cake with the new knife Mary had given him.	Tom corto la torta con un cuchillo nuevo que Mary le habia regalado.
I can get you more.	Puedo conseguirles mas.
Tom ate leftovers for dinner.	Tom se comio las sobras para cenar.
It was fine all day.	Estuve bien todo el dia.
She visited him on October 20th.	Ella le visito el 20 de octubre.
I was not conscious of her presence.	Yo no era consciente de la presencia de ella.
Eat slowly.	¡Come despacio!
The car door doesn't close properly.	La puerta del coche no cierra correctamente.
Do you want something to drink?	¿Te gustaria beber algo?
Can't we discuss this?	¿No podemos discutir esto?
I repeated his exact statement.	Yo repeti sus palabras exactas.
He sent me a birthday card.	El me envio una tarjeta de cumpleanos.
We're going to see him right now.	Ahorita vamos a verle.
There isn't any hope.	No hay ninguna esperanza.
Tom performs in a jazz club three nights a week.	Tom toca en un club de jazz tres noches a la semana.
Tom has a natural talent.	Tom tiene un talento natural.
Did you use my camera?	¿Habeis usado mi camara?
Tom was an astute businessman who made a lot of money.	Tom fue un astuto hombre de negocios que gano mucho dinero.
I went to the store to buy some shampoo and toothpaste.	Fui a la tienda a comprar champu y dentifrico.
We have a lot of snow in the winter.	Tenemos mucha nieve en invierno.
Oh, by the way, I have something to give you.	Oh, por cierto, tengo algo que darte.
Tom is doing very well today.	Tom lo esta haciendo muy bien hoy.
Tom enlisted.	Tom se enrolo.
Where can I get the map?	¿Donde puedo conseguir el mapa?
She will be here tonight.	Estara aqui esta noche.
Which do you like better, the sea or the mountains?	¿Que preferis? ¿El mar o la montana?
What do you like about me?	¿Que te gusta de mi?
That happens a lot, doesn't it?	Eso pasa mucho, ¿no es cierto?
We talked and talked until the day broke.	Hablamos sin descanso hasta el amanecer.
I do believe you.	Te creo de verdad.
We solved that problem in a week.	Resolvimos ese problema en una semana.
The road is too narrow for cars.	El camino es muy estrecho para los autos.
How can you bear such a humiliation?	¿Como puedes soportar una humillacion asi?
Tom dropped me off at the airport.	Tomas me dejo en el aeropuerto.
You had better not see her today.	Mejor que no la hubieras visto hoy.
Of course, he is right.	Por supuesto, el tiene razon.
Come and sit by me.	Ven y sientate a mi lado.
I wish I had a better memory.	Me gustaria tener mejor memoria.
Pioneer men and women had a hard life, and so did their children.	Los colonizadores y colonizadoras tuvieron una vida dificil, y de igual manera sus hijos.
You've come too early.	Ha venido demasiado pronto.
It seems to me that you are wrong.	Me parece que te equivocas.
I go skiing very often.	Voy muy a menudo a esquiar.
Classes started last month.	Las clases comenzaron el mes pasado.
Remain seated, please.	Quedaos sentadas, por favor.
Tom suffered from migraine headaches for years.	Tom sufrio migranas durante anos.
He is the very man that I have waited for.	El es justo el hombre que habia estado esperando.
The mountain is covered with snow all the year round.	La montana esta cubierta con nieve el ano entero.
Tom made Mary cry.	Tom hizo llorar a Mary.
This house has six rooms.	Esta casa tiene seis habitaciones.
The unclaimed items were sold off at auction.	Los objetos que no se reclamaron se vendieron en la subasta.
He is a doctor.	El es medico.
Tom is afraid to go out alone at night.	Tom tiene miedo de salir solo de noche.
Are you bored?	¿Te aburres?
That's my suitcase.	Esa es mi maleta.
You are old enough to know this.	Eres lo suficientemente mayor para saberlo.
He's always short of money.	El siempre tiene problemas de dinero.
The girl dressed in white is his fiancee.	La chica vestida de blanco es su prometida.
Do you want to tell me about it now?	¿Quieres contarmelo ahora?
I'm a writer.	Soy escritor.
There was no bathroom.	No habia bano.
